 frequency       v(Aol_dB)       v(Aol_arg)     
 1.09547876e+00  3.13288160e+01  1.79999978e+02 
 1.12074020e+00  3.13288160e+01  1.79999978e+02 
 1.14658417e+00  3.13288160e+01  1.79999977e+02 
 1.17302409e+00  3.13288160e+01  1.79999977e+02 
 1.20007371e+00  3.13288160e+01  1.79999976e+02 
 1.22774708e+00  3.13288160e+01  1.79999976e+02 
 1.25605860e+00  3.13288160e+01  1.79999975e+02 
 1.28502297e+00  3.13288160e+01  1.79999975e+02 
 1.31465525e+00  3.13288160e+01  1.79999974e+02 
 1.34497085e+00  3.13288160e+01  1.79999973e+02 
 1.37598551e+00  3.13288160e+01  1.79999973e+02 
 1.40771537e+00  3.13288160e+01  1.79999972e+02 
 1.44017690e+00  3.13288160e+01  1.79999972e+02 
 1.47338699e+00  3.13288160e+01  1.79999971e+02 
 1.50736290e+00  3.13288160e+01  1.79999970e+02 
 1.54212228e+00  3.13288160e+01  1.79999970e+02 
 1.57768320e+00  3.13288160e+01  1.79999969e+02 
 1.61406415e+00  3.13288160e+01  1.79999968e+02 
 1.65128404e+00  3.13288160e+01  1.79999967e+02 
 1.68936220e+00  3.13288160e+01  1.79999967e+02 
 1.72831844e+00  3.13288160e+01  1.79999966e+02 
 1.76817299e+00  3.13288160e+01  1.79999965e+02 
 1.80894658e+00  3.13288160e+01  1.79999964e+02 
 1.85066040e+00  3.13288160e+01  1.79999963e+02 
 1.89333613e+00  3.13288160e+01  1.79999963e+02 
 1.93699595e+00  3.13288160e+01  1.79999962e+02 
 1.98166255e+00  3.13288160e+01  1.79999961e+02 
 2.02735916e+00  3.13288160e+01  1.79999960e+02 
 2.07410951e+00  3.13288160e+01  1.79999959e+02 
 2.12193792e+00  3.13288160e+01  1.79999958e+02 
 2.17086923e+00  3.13288160e+01  1.79999957e+02 
 2.22092889e+00  3.13288160e+01  1.79999956e+02 
 2.27214291e+00  3.13288160e+01  1.79999955e+02 
 2.32453791e+00  3.13288160e+01  1.79999954e+02 
 2.37814113e+00  3.13288160e+01  1.79999953e+02 
 2.43298042e+00  3.13288160e+01  1.79999952e+02 
 2.48908429e+00  3.13288160e+01  1.79999951e+02 
 2.54648190e+00  3.13288160e+01  1.79999950e+02 
 2.60520309e+00  3.13288160e+01  1.79999948e+02 
 2.66527837e+00  3.13288160e+01  1.79999947e+02 
 2.72673897e+00  3.13288160e+01  1.79999946e+02 
 2.78961683e+00  3.13288160e+01  1.79999945e+02 
 2.85394464e+00  3.13288160e+01  1.79999944e+02 
 2.91975583e+00  3.13288160e+01  1.79999942e+02 
 2.98708461e+00  3.13288160e+01  1.79999941e+02 
 3.05596598e+00  3.13288160e+01  1.79999940e+02 
 3.12643573e+00  3.13288160e+01  1.79999938e+02 
 3.19853049e+00  3.13288160e+01  1.79999937e+02 
 3.27228774e+00  3.13288160e+01  1.79999935e+02 
 3.34774581e+00  3.13288160e+01  1.79999934e+02 
 3.42494392e+00  3.13288160e+01  1.79999932e+02 
 3.50392221e+00  3.13288160e+01  1.79999931e+02 
 3.58472171e+00  3.13288160e+01  1.79999929e+02 
 3.66738442e+00  3.13288160e+01  1.79999927e+02 
 3.75195331e+00  3.13288160e+01  1.79999926e+02 
 3.83847234e+00  3.13288160e+01  1.79999924e+02 
 3.92698648e+00  3.13288160e+01  1.79999922e+02 
 4.01754173e+00  3.13288160e+01  1.79999921e+02 
 4.11018515e+00  3.13288160e+01  1.79999919e+02 
 4.20496491e+00  3.13288160e+01  1.79999917e+02 
 4.30193027e+00  3.13288160e+01  1.79999915e+02 
 4.40113162e+00  3.13288160e+01  1.79999913e+02 
 4.50262052e+00  3.13288160e+01  1.79999911e+02 
 4.60644974e+00  3.13288160e+01  1.79999909e+02 
 4.71267322e+00  3.13288160e+01  1.79999907e+02 
 4.82134619e+00  3.13288160e+01  1.79999905e+02 
 4.93252513e+00  3.13288160e+01  1.79999902e+02 
 5.04626783e+00  3.13288160e+01  1.79999900e+02 
 5.16263340e+00  3.13288160e+01  1.79999898e+02 
 5.28168234e+00  3.13288160e+01  1.79999896e+02 
 5.40347650e+00  3.13288160e+01  1.79999893e+02 
 5.52807921e+00  3.13288160e+01  1.79999891e+02 
 5.65555523e+00  3.13288160e+01  1.79999888e+02 
 5.78597080e+00  3.13288160e+01  1.79999886e+02 
 5.91939372e+00  3.13288160e+01  1.79999883e+02 
 6.05589334e+00  3.13288160e+01  1.79999880e+02 
 6.19554061e+00  3.13288160e+01  1.79999878e+02 
 6.33840810e+00  3.13288160e+01  1.79999875e+02 
 6.48457008e+00  3.13288160e+01  1.79999872e+02 
 6.63410251e+00  3.13288160e+01  1.79999869e+02 
 6.78708313e+00  3.13288160e+01  1.79999866e+02 
 6.94359143e+00  3.13288160e+01  1.79999863e+02 
 7.10370877e+00  3.13288160e+01  1.79999860e+02 
 7.26751838e+00  3.13288160e+01  1.79999856e+02 
 7.43510539e+00  3.13288160e+01  1.79999853e+02 
 7.60655691e+00  3.13288160e+01  1.79999850e+02 
 7.78196206e+00  3.13288160e+01  1.79999846e+02 
 7.96141200e+00  3.13288160e+01  1.79999843e+02 
 8.14500001e+00  3.13288160e+01  1.79999839e+02 
 8.33282151e+00  3.13288160e+01  1.79999835e+02 
 8.52497412e+00  3.13288160e+01  1.79999831e+02 
 8.72155772e+00  3.13288160e+01  1.79999828e+02 
 8.92267449e+00  3.13288160e+01  1.79999824e+02 
 9.12842895e+00  3.13288160e+01  1.79999820e+02 
 9.33892805e+00  3.13288160e+01  1.79999815e+02 
 9.55428121e+00  3.13288160e+01  1.79999811e+02 
 9.77460036e+00  3.13288160e+01  1.79999807e+02 
 1.00000000e+01  3.13288160e+01  1.79999802e+02 
 1.02305973e+01  3.13288160e+01  1.79999798e+02 
 1.04665121e+01  3.13288160e+01  1.79999793e+02 
 1.07078670e+01  3.13288160e+01  1.79999788e+02 
 1.09547876e+01  3.13288160e+01  1.79999783e+02 
 1.12074020e+01  3.13288160e+01  1.79999778e+02 
 1.14658417e+01  3.13288160e+01  1.79999773e+02 
 1.17302409e+01  3.13288160e+01  1.79999768e+02 
 1.20007371e+01  3.13288160e+01  1.79999763e+02 
 1.22774708e+01  3.13288160e+01  1.79999757e+02 
 1.25605860e+01  3.13288160e+01  1.79999752e+02 
 1.28502297e+01  3.13288160e+01  1.79999746e+02 
 1.31465525e+01  3.13288160e+01  1.79999740e+02 
 1.34497085e+01  3.13288160e+01  1.79999734e+02 
 1.37598551e+01  3.13288160e+01  1.79999728e+02 
 1.40771537e+01  3.13288160e+01  1.79999722e+02 
 1.44017690e+01  3.13288160e+01  1.79999715e+02 
 1.47338699e+01  3.13288160e+01  1.79999709e+02 
 1.50736290e+01  3.13288160e+01  1.79999702e+02 
 1.54212228e+01  3.13288160e+01  1.79999695e+02 
 1.57768320e+01  3.13288160e+01  1.79999688e+02 
 1.61406415e+01  3.13288160e+01  1.79999681e+02 
 1.65128404e+01  3.13288160e+01  1.79999674e+02 
 1.68936220e+01  3.13288160e+01  1.79999666e+02 
 1.72831844e+01  3.13288160e+01  1.79999658e+02 
 1.76817299e+01  3.13288160e+01  1.79999650e+02 
 1.80894658e+01  3.13288160e+01  1.79999642e+02 
 1.85066040e+01  3.13288160e+01  1.79999634e+02 
 1.89333613e+01  3.13288160e+01  1.79999626e+02 
 1.93699595e+01  3.13288160e+01  1.79999617e+02 
 1.98166255e+01  3.13288160e+01  1.79999608e+02 
 2.02735916e+01  3.13288160e+01  1.79999599e+02 
 2.07410951e+01  3.13288160e+01  1.79999590e+02 
 2.12193792e+01  3.13288160e+01  1.79999581e+02 
 2.17086923e+01  3.13288160e+01  1.79999571e+02 
 2.22092889e+01  3.13288160e+01  1.79999561e+02 
 2.27214291e+01  3.13288160e+01  1.79999551e+02 
 2.32453791e+01  3.13288160e+01  1.79999540e+02 
 2.37814113e+01  3.13288160e+01  1.79999530e+02 
 2.43298042e+01  3.13288160e+01  1.79999519e+02 
 2.48908429e+01  3.13288160e+01  1.79999508e+02 
 2.54648190e+01  3.13288160e+01  1.79999497e+02 
 2.60520309e+01  3.13288160e+01  1.79999485e+02 
 2.66527837e+01  3.13288160e+01  1.79999473e+02 
 2.72673897e+01  3.13288160e+01  1.79999461e+02 
 2.78961683e+01  3.13288160e+01  1.79999449e+02 
 2.85394464e+01  3.13288160e+01  1.79999436e+02 
 2.91975583e+01  3.13288160e+01  1.79999423e+02 
 2.98708461e+01  3.13288160e+01  1.79999409e+02 
 3.05596598e+01  3.13288160e+01  1.79999396e+02 
 3.12643573e+01  3.13288160e+01  1.79999382e+02 
 3.19853049e+01  3.13288160e+01  1.79999368e+02 
 3.27228774e+01  3.13288160e+01  1.79999353e+02 
 3.34774581e+01  3.13288160e+01  1.79999338e+02 
 3.42494392e+01  3.13288160e+01  1.79999323e+02 
 3.50392221e+01  3.13288160e+01  1.79999307e+02 
 3.58472171e+01  3.13288160e+01  1.79999291e+02 
 3.66738442e+01  3.13288160e+01  1.79999275e+02 
 3.75195331e+01  3.13288160e+01  1.79999258e+02 
 3.83847234e+01  3.13288160e+01  1.79999241e+02 
 3.92698648e+01  3.13288160e+01  1.79999224e+02 
 4.01754173e+01  3.13288160e+01  1.79999206e+02 
 4.11018515e+01  3.13288160e+01  1.79999187e+02 
 4.20496491e+01  3.13288160e+01  1.79999169e+02 
 4.30193027e+01  3.13288160e+01  1.79999150e+02 
 4.40113162e+01  3.13288160e+01  1.79999130e+02 
 4.50262052e+01  3.13288160e+01  1.79999110e+02 
 4.60644974e+01  3.13288160e+01  1.79999089e+02 
 4.71267322e+01  3.13288160e+01  1.79999068e+02 
 4.82134619e+01  3.13288160e+01  1.79999047e+02 
 4.93252513e+01  3.13288160e+01  1.79999025e+02 
 5.04626783e+01  3.13288160e+01  1.79999002e+02 
 5.16263340e+01  3.13288160e+01  1.79998979e+02 
 5.28168234e+01  3.13288160e+01  1.79998956e+02 
 5.40347650e+01  3.13288160e+01  1.79998932e+02 
 5.52807921e+01  3.13288160e+01  1.79998907e+02 
 5.65555523e+01  3.13288160e+01  1.79998882e+02 
 5.78597080e+01  3.13288160e+01  1.79998856e+02 
 5.91939372e+01  3.13288160e+01  1.79998830e+02 
 6.05589334e+01  3.13288160e+01  1.79998803e+02 
 6.19554061e+01  3.13288160e+01  1.79998775e+02 
 6.33840810e+01  3.13288160e+01  1.79998747e+02 
 6.48457008e+01  3.13288160e+01  1.79998718e+02 
 6.63410251e+01  3.13288160e+01  1.79998688e+02 
 6.78708313e+01  3.13288160e+01  1.79998658e+02 
 6.94359143e+01  3.13288160e+01  1.79998627e+02 
 7.10370877e+01  3.13288160e+01  1.79998596e+02 
 7.26751838e+01  3.13288160e+01  1.79998563e+02 
 7.43510539e+01  3.13288160e+01  1.79998530e+02 
 7.60655691e+01  3.13288160e+01  1.79998496e+02 
 7.78196206e+01  3.13288160e+01  1.79998462e+02 
 7.96141200e+01  3.13288160e+01  1.79998426e+02 
 8.14500001e+01  3.13288160e+01  1.79998390e+02 
 8.33282151e+01  3.13288160e+01  1.79998353e+02 
 8.52497412e+01  3.13288160e+01  1.79998315e+02 
 8.72155772e+01  3.13288160e+01  1.79998276e+02 
 8.92267449e+01  3.13288160e+01  1.79998236e+02 
 9.12842895e+01  3.13288160e+01  1.79998195e+02 
 9.33892805e+01  3.13288160e+01  1.79998154e+02 
 9.55428121e+01  3.13288160e+01  1.79998111e+02 
 9.77460036e+01  3.13288160e+01  1.79998068e+02 
 1.00000000e+02  3.13288160e+01  1.79998023e+02 
 1.02305973e+02  3.13288160e+01  1.79997977e+02 
 1.04665121e+02  3.13288160e+01  1.79997931e+02 
 1.07078670e+02  3.13288160e+01  1.79997883e+02 
 1.09547876e+02  3.13288160e+01  1.79997834e+02 
 1.12074020e+02  3.13288160e+01  1.79997784e+02 
 1.14658417e+02  3.13288160e+01  1.79997733e+02 
 1.17302409e+02  3.13288160e+01  1.79997681e+02 
 1.20007371e+02  3.13288160e+01  1.79997628e+02 
 1.22774708e+02  3.13288160e+01  1.79997573e+02 
 1.25605860e+02  3.13288160e+01  1.79997517e+02 
 1.28502297e+02  3.13288160e+01  1.79997460e+02 
 1.31465525e+02  3.13288160e+01  1.79997401e+02 
 1.34497085e+02  3.13288160e+01  1.79997341e+02 
 1.37598551e+02  3.13288160e+01  1.79997280e+02 
 1.40771537e+02  3.13288160e+01  1.79997217e+02 
 1.44017690e+02  3.13288160e+01  1.79997153e+02 
 1.47338699e+02  3.13288160e+01  1.79997087e+02 
 1.50736290e+02  3.13288160e+01  1.79997020e+02 
 1.54212228e+02  3.13288160e+01  1.79996951e+02 
 1.57768320e+02  3.13288160e+01  1.79996881e+02 
 1.61406415e+02  3.13288160e+01  1.79996809e+02 
 1.65128404e+02  3.13288160e+01  1.79996736e+02 
 1.68936220e+02  3.13288160e+01  1.79996660e+02 
 1.72831844e+02  3.13288160e+01  1.79996583e+02 
 1.76817299e+02  3.13288160e+01  1.79996504e+02 
 1.80894658e+02  3.13288160e+01  1.79996424e+02 
 1.85066040e+02  3.13288160e+01  1.79996341e+02 
 1.89333613e+02  3.13288160e+01  1.79996257e+02 
 1.93699595e+02  3.13288160e+01  1.79996171e+02 
 1.98166255e+02  3.13288160e+01  1.79996082e+02 
 2.02735916e+02  3.13288160e+01  1.79995992e+02 
 2.07410951e+02  3.13288160e+01  1.79995900e+02 
 2.12193792e+02  3.13288160e+01  1.79995805e+02 
 2.17086923e+02  3.13288160e+01  1.79995708e+02 
 2.22092889e+02  3.13288160e+01  1.79995609e+02 
 2.27214291e+02  3.13288160e+01  1.79995508e+02 
 2.32453791e+02  3.13288160e+01  1.79995405e+02 
 2.37814113e+02  3.13288160e+01  1.79995299e+02 
 2.43298042e+02  3.13288160e+01  1.79995190e+02 
 2.48908429e+02  3.13288160e+01  1.79995079e+02 
 2.54648190e+02  3.13288160e+01  1.79994966e+02 
 2.60520309e+02  3.13288160e+01  1.79994850e+02 
 2.66527837e+02  3.13288160e+01  1.79994731e+02 
 2.72673897e+02  3.13288160e+01  1.79994609e+02 
 2.78961683e+02  3.13288160e+01  1.79994485e+02 
 2.85394464e+02  3.13288160e+01  1.79994358e+02 
 2.91975583e+02  3.13288160e+01  1.79994228e+02 
 2.98708461e+02  3.13288160e+01  1.79994095e+02 
 3.05596598e+02  3.13288160e+01  1.79993959e+02 
 3.12643573e+02  3.13288160e+01  1.79993819e+02 
 3.19853049e+02  3.13288160e+01  1.79993677e+02 
 3.27228774e+02  3.13288160e+01  1.79993531e+02 
 3.34774581e+02  3.13288160e+01  1.79993382e+02 
 3.42494392e+02  3.13288160e+01  1.79993229e+02 
 3.50392221e+02  3.13288160e+01  1.79993073e+02 
 3.58472171e+02  3.13288160e+01  1.79992913e+02 
 3.66738442e+02  3.13288160e+01  1.79992750e+02 
 3.75195331e+02  3.13288160e+01  1.79992583e+02 
 3.83847234e+02  3.13288160e+01  1.79992412e+02 
 3.92698648e+02  3.13288160e+01  1.79992237e+02 
 4.01754173e+02  3.13288160e+01  1.79992058e+02 
 4.11018515e+02  3.13288159e+01  1.79991874e+02 
 4.20496491e+02  3.13288159e+01  1.79991687e+02 
 4.30193027e+02  3.13288159e+01  1.79991495e+02 
 4.40113162e+02  3.13288159e+01  1.79991299e+02 
 4.50262052e+02  3.13288159e+01  1.79991099e+02 
 4.60644974e+02  3.13288159e+01  1.79990893e+02 
 4.71267322e+02  3.13288159e+01  1.79990683e+02 
 4.82134619e+02  3.13288159e+01  1.79990469e+02 
 4.93252513e+02  3.13288159e+01  1.79990249e+02 
 5.04626783e+02  3.13288159e+01  1.79990024e+02 
 5.16263340e+02  3.13288159e+01  1.79989794e+02 
 5.28168234e+02  3.13288159e+01  1.79989559e+02 
 5.40347650e+02  3.13288159e+01  1.79989318e+02 
 5.52807921e+02  3.13288159e+01  1.79989071e+02 
 5.65555523e+02  3.13288159e+01  1.79988819e+02 
 5.78597080e+02  3.13288159e+01  1.79988562e+02 
 5.91939372e+02  3.13288159e+01  1.79988298e+02 
 6.05589334e+02  3.13288158e+01  1.79988028e+02 
 6.19554061e+02  3.13288158e+01  1.79987752e+02 
 6.33840810e+02  3.13288158e+01  1.79987469e+02 
 6.48457008e+02  3.13288158e+01  1.79987181e+02 
 6.63410251e+02  3.13288158e+01  1.79986885e+02 
 6.78708313e+02  3.13288158e+01  1.79986582e+02 
 6.94359143e+02  3.13288158e+01  1.79986273e+02 
 7.10370877e+02  3.13288158e+01  1.79985957e+02 
 7.26751838e+02  3.13288158e+01  1.79985633e+02 
 7.43510539e+02  3.13288157e+01  1.79985301e+02 
 7.60655691e+02  3.13288157e+01  1.79984962e+02 
 7.78196206e+02  3.13288157e+01  1.79984616e+02 
 7.96141200e+02  3.13288157e+01  1.79984261e+02 
 8.14500001e+02  3.13288157e+01  1.79983898e+02 
 8.33282151e+02  3.13288157e+01  1.79983527e+02 
 8.52497412e+02  3.13288157e+01  1.79983147e+02 
 8.72155772e+02  3.13288156e+01  1.79982758e+02 
 8.92267449e+02  3.13288156e+01  1.79982361e+02 
 9.12842895e+02  3.13288156e+01  1.79981954e+02 
 9.33892805e+02  3.13288156e+01  1.79981538e+02 
 9.55428121e+02  3.13288156e+01  1.79981112e+02 
 9.77460036e+02  3.13288155e+01  1.79980676e+02 
 1.00000000e+03  3.13288155e+01  1.79980231e+02 
 1.02305973e+03  3.13288155e+01  1.79979775e+02 
 1.04665121e+03  3.13288155e+01  1.79979309e+02 
 1.07078670e+03  3.13288154e+01  1.79978831e+02 
 1.09547876e+03  3.13288154e+01  1.79978343e+02 
 1.12074020e+03  3.13288154e+01  1.79977844e+02 
 1.14658417e+03  3.13288154e+01  1.79977333e+02 
 1.17302409e+03  3.13288153e+01  1.79976810e+02 
 1.20007371e+03  3.13288153e+01  1.79976275e+02 
 1.22774708e+03  3.13288153e+01  1.79975728e+02 
 1.25605860e+03  3.13288152e+01  1.79975169e+02 
 1.28502297e+03  3.13288152e+01  1.79974596e+02 
 1.31465525e+03  3.13288151e+01  1.79974010e+02 
 1.34497085e+03  3.13288151e+01  1.79973411e+02 
 1.37598551e+03  3.13288151e+01  1.79972798e+02 
 1.40771537e+03  3.13288150e+01  1.79972171e+02 
 1.44017690e+03  3.13288150e+01  1.79971529e+02 
 1.47338699e+03  3.13288149e+01  1.79970872e+02 
 1.50736290e+03  3.13288149e+01  1.79970201e+02 
 1.54212228e+03  3.13288148e+01  1.79969513e+02 
 1.57768320e+03  3.13288148e+01  1.79968810e+02 
 1.61406415e+03  3.13288147e+01  1.79968091e+02 
 1.65128404e+03  3.13288146e+01  1.79967355e+02 
 1.68936220e+03  3.13288146e+01  1.79966603e+02 
 1.72831844e+03  3.13288145e+01  1.79965832e+02 
 1.76817299e+03  3.13288144e+01  1.79965045e+02 
 1.80894658e+03  3.13288143e+01  1.79964239e+02 
 1.85066040e+03  3.13288143e+01  1.79963414e+02 
 1.89333613e+03  3.13288142e+01  1.79962570e+02 
 1.93699595e+03  3.13288141e+01  1.79961707e+02 
 1.98166255e+03  3.13288140e+01  1.79960824e+02 
 2.02735916e+03  3.13288139e+01  1.79959921e+02 
 2.07410951e+03  3.13288138e+01  1.79958996e+02 
 2.12193792e+03  3.13288137e+01  1.79958051e+02 
 2.17086923e+03  3.13288136e+01  1.79957084e+02 
 2.22092889e+03  3.13288135e+01  1.79956094e+02 
 2.27214291e+03  3.13288134e+01  1.79955082e+02 
 2.32453791e+03  3.13288132e+01  1.79954046e+02 
 2.37814113e+03  3.13288131e+01  1.79952986e+02 
 2.43298042e+03  3.13288130e+01  1.79951902e+02 
 2.48908429e+03  3.13288128e+01  1.79950793e+02 
 2.54648190e+03  3.13288127e+01  1.79949658e+02 
 2.60520309e+03  3.13288125e+01  1.79948497e+02 
 2.66527837e+03  3.13288124e+01  1.79947310e+02 
 2.72673897e+03  3.13288122e+01  1.79946095e+02 
 2.78961683e+03  3.13288120e+01  1.79944851e+02 
 2.85394464e+03  3.13288118e+01  1.79943580e+02 
 2.91975583e+03  3.13288116e+01  1.79942279e+02 
 2.98708461e+03  3.13288114e+01  1.79940948e+02 
 3.05596598e+03  3.13288112e+01  1.79939586e+02 
 3.12643573e+03  3.13288110e+01  1.79938193e+02 
 3.19853049e+03  3.13288108e+01  1.79936768e+02 
 3.27228774e+03  3.13288105e+01  1.79935309e+02 
 3.34774581e+03  3.13288103e+01  1.79933818e+02 
 3.42494392e+03  3.13288100e+01  1.79932292e+02 
 3.50392221e+03  3.13288097e+01  1.79930730e+02 
 3.58472171e+03  3.13288094e+01  1.79929133e+02 
 3.66738442e+03  3.13288091e+01  1.79927499e+02 
 3.75195331e+03  3.13288088e+01  1.79925827e+02 
 3.83847234e+03  3.13288084e+01  1.79924116e+02 
 3.92698648e+03  3.13288081e+01  1.79922367e+02 
 4.01754173e+03  3.13288077e+01  1.79920576e+02 
 4.11018515e+03  3.13288073e+01  1.79918745e+02 
 4.20496491e+03  3.13288069e+01  1.79916871e+02 
 4.30193027e+03  3.13288065e+01  1.79914954e+02 
 4.40113162e+03  3.13288060e+01  1.79912993e+02 
 4.50262052e+03  3.13288056e+01  1.79910987e+02 
 4.60644974e+03  3.13288051e+01  1.79908934e+02 
 4.71267322e+03  3.13288046e+01  1.79906834e+02 
 4.82134619e+03  3.13288040e+01  1.79904686e+02 
 4.93252513e+03  3.13288035e+01  1.79902488e+02 
 5.04626783e+03  3.13288029e+01  1.79900239e+02 
 5.16263340e+03  3.13288023e+01  1.79897939e+02 
 5.28168234e+03  3.13288016e+01  1.79895585e+02 
 5.40347650e+03  3.13288010e+01  1.79893178e+02 
 5.52807921e+03  3.13288003e+01  1.79890714e+02 
